,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Race - Ethnicity,Sex,Level of Supervision,Recidivism - Prison Admission
0,1.0,3.0,3.1,0,1,5.0,1
1,1.0,1.0,1.1,0,1,7.0,0
2,1.0,1.0,1.1,0,0,2.0,0
3,1.0,3.0,3.3,0,0,4.0,0
4,2.0,1.0,1.1,1,1,7.0,1
5,2.0,3.0,3.1,1,1,0.0,0
6,5.0,2.0,2.4,1,1,7.0,1
7,1.0,3.0,3.1,1,1,7.0,1
8,1.0,2.0,2.1,1,1,7.0,1
9,2.0,2.0,2.2,1,1,7.0,1
10,5.0,2.0,2.3,1,1,7.0,1
11,2.0,2.0,2.3,1,1,7.0,1
12,5.0,1.0,1.2,1,1,7.0,1
13,2.0,4.0,4.3,1,0,6.0,1
14,1.0,2.0,2.3,1,0,6.0,1
15,5.0,1.0,1.2,1,1,5.0,1
16,10.0,4.0,4.2,1,1,5.0,1
17,1.0,1.0,1.4,1,1,4.0,1
18,2.0,4.0,4.1,1,1,4.0,1
19,5.0,1.0,1.3,1,1,3.0,1
20,1.0,2.0,2.3,1,1,3.0,1
21,2.0,2.0,2.2,1,1,1.0,1
22,2.0,4.0,4.1,1,1,1.0,1
23,2.0,3.0,3.3,1,1,7.0,1
24,2.0,4.0,4.1,1,1,7.0,1
25,5.0,1.0,1.2,1,0,7.0,1
26,2.0,1.0,1.3,1,1,7.0,1
27,2.0,2.0,2.5,1,1,7.0,1
28,2.0,4.0,4.1,1,1,7.0,1
29,5.0,2.0,2.3,1,1,6.0,1
30,5.0,2.0,2.1,1,1,6.0,1
31,2.0,1.0,1.3,1,1,3.0,1
32,5.0,1.0,1.1,1,1,3.0,1
33,5.0,1.0,1.2,1,1,3.0,1
34,2.0,2.0,2.1,1,0,1.0,1
35,10.0,4.0,4.3,1,1,1.0,1
36,5.0,1.0,1.3,1,0,7.0,0
37,2.0,3.0,3.1,1,0,7.0,0
38,5.0,3.0,3.2,1,1,7.0,0
39,2.0,4.0,4.1,1,1,7.0,0
40,1.0,3.0,3.1,1,1,7.0,0
41,5.0,2.0,2.3,1,1,7.0,0
42,5.0,1.0,1.1,1,1,7.0,0
43,2.0,3.0,3.1,1,0,7.0,0
44,2.0,1.0,1.2,1,1,7.0,0
45,1.0,4.0,4.1,1,0,7.0,0
46,1.0,4.0,4.1,1,1,7.0,0
47,2.0,4.0,4.1,1,1,7.0,0
48,2.0,4.0,4.1,1,1,7.0,0
49,1.0,2.0,2.3,1,1,7.0,0
50,1.0,3.0,3.1,1,1,7.0,0
51,1.0,4.0,4.1,1,0,7.0,0
52,1.0,4.0,4.1,1,0,7.0,0
53,1.0,2.0,2.3,1,1,7.0,0
54,5.0,2.0,2.3,1,1,7.0,0
55,5.0,2.0,2.3,1,1,7.0,0
56,2.0,1.0,1.1,1,0,6.0,0
57,2.0,2.0,2.2,1,0,6.0,0
58,5.0,1.0,1.2,1,1,6.0,0
59,1.0,1.0,1.1,1,0,6.0,0
60,2.0,2.0,2.1,1,1,6.0,0
61,2.0,1.0,1.1,1,0,6.0,0
62,1.0,4.0,4.1,1,1,6.0,0
63,2.0,4.0,4.1,1,1,6.0,0
64,1.0,2.0,2.3,1,0,6.0,0
65,2.0,4.0,4.3,1,0,6.0,0
67,1.0,4.0,4.1,1,1,5.0,0
68,1.0,3.0,3.1,1,1,5.0,0
69,2.0,2.0,2.1,1,1,5.0,0
70,1.0,2.0,2.3,1,1,5.0,0
71,2.0,1.0,1.1,1,0,5.0,0
72,5.0,2.0,2.3,1,0,5.0,0
73,5.0,2.0,2.3,1,0,5.0,0
74,2.0,5.0,5.1,1,1,5.0,0
75,1.0,2.0,2.3,1,1,5.0,0
76,2.0,1.0,1.1,1,1,5.0,0
77,2.0,1.0,1.1,1,1,5.0,0
78,0.1,3.0,3.3,1,1,5.0,0
79,2.0,1.0,1.1,1,1,5.0,0
80,2.0,4.0,4.1,1,0,5.0,0
81,5.0,2.0,2.3,1,0,5.0,0
82,2.0,2.0,2.2,1,1,5.0,0
83,2.0,2.0,2.3,1,1,5.0,0
84,2.0,4.0,4.1,1,1,5.0,0
85,2.0,1.0,1.3,1,0,5.0,0
86,2.0,4.0,4.3,1,0,5.0,0
87,1.0,1.0,1.2,1,0,5.0,0
88,5.0,2.0,2.3,1,1,5.0,0
89,1.0,4.0,4.1,1,0,5.0,0
90,0.1,1.0,1.1,1,0,5.0,0
91,2.0,1.0,1.4,1,0,5.0,0
92,2.0,2.0,2.1,1,1,5.0,0
93,1.0,2.0,2.3,1,0,5.0,0
94,2.0,4.0,4.1,1,0,5.0,0
95,1.0,2.0,2.3,1,0,5.0,0
96,1.0,4.0,4.1,1,1,5.0,0
97,5.0,3.0,3.2,1,1,5.0,0
98,2.0,2.0,2.3,1,1,5.0,0
99,2.0,4.0,4.3,1,0,5.0,0
100,5.0,2.0,2.3,1,1,2.0,0
101,1.0,2.0,2.3,1,0,2.0,0
102,5.0,3.0,3.3,1,1,2.0,0
103,2.0,4.0,4.3,1,0,2.0,0
104,2.0,2.0,2.3,1,0,2.0,0
105,2.0,2.0,2.3,1,0,2.0,0
106,2.0,4.0,4.3,1,1,2.0,0
107,2.0,2.0,2.3,1,1,2.0,0
108,2.0,1.0,1.1,1,0,2.0,0
109,1.0,2.0,2.3,1,1,2.0,0
110,2.0,1.0,1.3,1,0,2.0,0
111,1.0,2.0,2.3,1,1,4.0,0
112,1.0,2.0,2.3,1,0,4.0,0
113,1.0,2.0,2.3,1,1,4.0,0
114,1.0,2.0,2.3,1,0,4.0,0
115,0.1,1.0,1.1,1,0,4.0,0
116,1.0,2.0,2.3,1,1,4.0,0
117,1.0,2.0,2.3,1,0,4.0,0
118,1.0,2.0,2.3,1,1,4.0,0
119,1.0,1.0,1.1,1,0,4.0,0
120,1.0,4.0,4.1,1,1,4.0,0
121,1.0,3.0,3.1,1,1,4.0,0
122,1.0,2.0,2.3,1,1,4.0,0
123,1.0,2.0,2.5,1,0,4.0,0
124,1.0,2.0,2.3,1,1,4.0,0
125,1.0,3.0,3.1,1,1,4.0,0
126,2.0,2.0,2.1,1,1,4.0,0
127,1.0,4.0,4.1,1,1,4.0,0
128,1.0,2.0,2.3,1,1,4.0,0
129,2.0,4.0,4.1,1,0,4.0,0
130,1.0,2.0,2.3,1,1,4.0,0
131,2.0,2.0,2.1,1,0,4.0,0
132,1.0,2.0,2.3,1,0,4.0,0
133,1.0,2.0,2.3,1,1,4.0,0
134,1.0,3.0,3.1,1,1,4.0,0
135,1.0,3.0,3.3,1,0,4.0,0
136,1.0,2.0,2.3,1,0,4.0,0
137,1.0,2.0,2.3,1,0,4.0,0
138,1.0,3.0,3.1,1,1,4.0,0
139,2.0,2.0,2.3,1,1,4.0,0
140,1.0,4.0,4.1,1,0,4.0,0
141,1.0,2.0,2.3,1,1,4.0,0
142,1.0,2.0,2.3,1,0,4.0,0
143,2.0,2.0,2.1,1,1,4.0,0
144,1.0,2.0,2.3,1,1,4.0,0
145,2.0,2.0,2.1,1,0,4.0,0
146,1.0,3.0,3.1,1,0,4.0,0
147,1.0,2.0,2.3,1,0,4.0,0
148,1.0,2.0,2.3,1,1,4.0,0
149,1.0,1.0,1.1,1,0,4.0,0
150,1.0,3.0,3.1,1,1,4.0,0
151,1.0,2.0,2.3,1,0,4.0,0
152,1.0,1.0,1.4,1,1,4.0,0
153,1.0,2.0,2.3,1,0,4.0,0
154,2.0,2.0,2.2,1,1,4.0,0
155,1.0,2.0,2.3,1,0,4.0,0
156,1.0,3.0,3.1,1,1,4.0,0
157,1.0,2.0,2.3,1,1,4.0,0
158,1.0,2.0,2.3,1,0,4.0,0
159,1.0,2.0,2.3,1,1,2.0,0
160,10.0,3.0,3.3,1,0,3.0,0
161,5.0,4.0,4.1,1,0,3.0,0
162,10.0,1.0,1.1,1,0,3.0,0
163,5.0,4.0,4.1,1,1,3.0,0
164,5.0,3.0,3.2,1,1,3.0,0
165,10.0,4.0,4.3,1,0,3.0,0
166,2.0,4.0,4.3,1,0,3.0,0
167,2.0,2.0,2.3,1,1,3.0,0
168,1.0,2.0,2.3,1,1,3.0,0
169,2.0,1.0,1.1,1,0,3.0,0
170,5.0,2.0,2.3,1,1,3.0,0
171,1.0,4.0,4.1,1,1,3.0,0
172,5.0,1.0,1.1,1,0,3.0,0
173,0.1,1.0,1.1,1,0,3.0,0
174,5.0,2.0,2.3,1,1,3.0,0
175,2.0,2.0,2.5,1,1,3.0,0
176,5.0,2.0,2.3,1,1,3.0,0
177,1.0,1.0,1.5,1,1,3.0,0
178,2.0,4.0,4.3,1,1,3.0,0
179,2.0,4.0,4.1,1,0,3.0,0
180,2.0,1.0,1.4,1,1,3.0,0
181,2.0,2.0,2.5,1,1,3.0,0
182,2.0,4.0,4.1,1,0,3.0,0
183,2.0,4.0,4.3,1,0,1.0,0
184,1.0,3.0,3.2,1,1,1.0,0
185,2.0,4.0,4.1,1,1,1.0,0
186,2.0,2.0,2.1,1,1,1.0,0
187,2.0,4.0,4.1,1,1,1.0,0
188,2.0,1.0,1.4,1,1,1.0,0
189,2.0,2.0,2.3,1,1,1.0,0
190,2.0,2.0,2.2,1,1,1.0,0
191,2.0,1.0,1.1,1,1,1.0,0
192,10.0,3.0,3.2,1,1,0.0,0
193,1.0,2.0,2.3,1,0,0.0,0
194,1.0,1.0,1.1,1,1,0.0,0
195,10.0,1.0,1.2,1,0,0.0,0
196,10.0,1.0,1.1,1,1,0.0,0
197,1.0,2.0,2.3,1,1,0.0,0
198,10.0,1.0,1.2,1,0,0.0,0
199,5.0,1.0,1.1,1,1,0.0,0
200,10.0,4.0,4.3,1,1,0.0,0
201,1.0,2.0,2.3,1,1,0.0,0
202,1.0,3.0,3.1,1,1,0.0,0
203,5.0,1.0,1.3,1,0,0.0,0
204,5.0,2.0,2.3,1,0,0.0,0
205,5.0,3.0,3.2,1,0,0.0,0
206,2.0,1.0,1.1,1,0,0.0,0
207,5.0,3.0,3.1,1,1,0.0,0
208,5.0,1.0,1.1,1,1,0.0,0
209,10.0,4.0,4.3,1,0,0.0,0
210,2.0,1.0,1.1,3,1,7.0,1
211,2.0,2.0,2.3,3,1,7.0,1
212,5.0,1.0,1.2,3,1,7.0,1
213,2.0,1.0,1.1,3,1,7.0,1
214,5.0,3.0,3.1,3,1,7.0,1
215,5.0,2.0,2.3,3,1,6.0,1
216,10.0,3.0,3.2,3,1,6.0,1
217,10.0,3.0,3.2,3,1,2.0,1
218,150.0,4.0,4.2,3,1,1.0,1
219,2.0,1.0,1.1,3,1,7.0,0
220,2.0,2.0,2.3,3,1,7.0,0
221,1.0,3.0,3.1,3,1,7.0,0
222,5.0,3.0,3.3,5,1,0.0,0
223,2.0,2.0,2.1,3,0,6.0,0
224,5.0,1.0,1.2,3,1,6.0,0
225,5.0,1.0,1.2,3,1,6.0,0
226,2.0,1.0,1.3,3,1,6.0,0
227,1.0,2.0,2.3,3,1,6.0,0
228,2.0,4.0,4.1,3,1,6.0,0
229,2.0,1.0,1.1,3,1,5.0,0
230,1.0,2.0,2.3,3,1,5.0,0
231,2.0,2.0,2.3,3,1,5.0,0
232,2.0,2.0,2.3,3,1,5.0,0
233,2.0,2.0,2.3,3,1,5.0,0
234,5.0,1.0,1.1,3,0,5.0,0
235,2.0,2.0,2.3,3,1,5.0,0
236,2.0,1.0,1.1,3,1,5.0,0
237,5.0,1.0,1.2,3,1,5.0,0
238,2.0,2.0,2.3,3,1,5.0,0
239,2.0,2.0,2.3,3,1,5.0,0
240,2.0,2.0,2.3,3,1,5.0,0
241,1.0,4.0,4.1,3,1,5.0,0
242,2.0,2.0,2.1,3,1,5.0,0
243,5.0,1.0,1.3,3,1,5.0,0
244,10.0,3.0,3.2,3,1,5.0,0
245,1.0,4.0,4.1,3,1,5.0,0
246,1.0,2.0,2.3,3,1,5.0,0
247,2.0,2.0,2.3,3,1,5.0,0
248,1.0,4.0,4.2,3,1,5.0,0
249,1.0,2.0,2.3,3,1,5.0,0
250,1.0,4.0,4.1,3,1,5.0,0
251,1.0,3.0,3.1,3,0,5.0,0
252,1.0,4.0,4.1,3,0,5.0,0
253,1.0,2.0,2.3,3,1,5.0,0
254,1.0,3.0,3.1,3,1,5.0,0
255,1.0,2.0,2.3,3,1,5.0,0
256,1.0,4.0,4.1,3,1,5.0,0
257,5.0,4.0,4.3,3,1,5.0,0
258,0.1,4.0,4.1,3,1,5.0,0
259,5.0,1.0,1.1,3,1,5.0,0
260,2.0,2.0,2.3,3,1,5.0,0
261,2.0,4.0,4.1,3,1,5.0,0
262,2.0,1.0,1.3,3,1,5.0,0
263,2.0,2.0,2.3,3,1,5.0,0
264,1.0,2.0,2.3,3,1,5.0,0
265,0.1,4.0,4.1,3,1,5.0,0
266,2.0,4.0,4.1,3,1,5.0,0
267,1.0,4.0,4.1,3,1,5.0,0
268,1.0,4.0,4.1,3,1,5.0,0
269,2.0,2.0,2.3,3,1,5.0,0
270,2.0,3.0,3.1,3,1,5.0,0
271,1.0,2.0,2.3,3,1,5.0,0
272,0.1,2.0,2.1,3,1,2.0,0
273,2.0,4.0,4.3,3,1,2.0,0
274,1.0,1.0,1.1,3,0,2.0,0
275,1.0,4.0,4.1,3,0,2.0,0
276,0.1,1.0,1.1,3,1,2.0,0
277,10.0,3.0,3.2,3,0,2.0,0
278,1.0,4.0,4.1,3,1,2.0,0
279,1.0,2.0,2.3,3,0,2.0,0
280,1.0,1.0,1.1,3,0,2.0,0
281,1.0,2.0,2.3,3,1,2.0,0
282,2.0,4.0,4.3,3,0,2.0,0
283,10.0,3.0,3.2,3,1,2.0,0
284,1.0,3.0,3.1,3,1,2.0,0
285,10.0,1.0,1.1,3,1,2.0,0
286,2.0,1.0,1.1,3,0,2.0,0
287,1.0,3.0,3.1,3,1,2.0,0
288,1.0,2.0,2.3,3,1,2.0,0
289,2.0,1.0,1.1,3,0,2.0,0
290,1.0,2.0,2.3,3,1,2.0,0
291,5.0,3.0,3.2,3,1,2.0,0
292,2.0,1.0,1.1,3,1,2.0,0
293,2.0,2.0,2.3,3,1,2.0,0
294,2.0,2.0,2.3,3,1,2.0,0
295,5.0,1.0,1.1,3,0,2.0,0
296,2.0,2.0,2.3,3,0,2.0,0
297,1.0,2.0,2.3,3,1,2.0,0
298,1.0,2.0,2.3,3,1,4.0,0
299,0.1,1.0,1.1,3,1,4.0,0
300,1.0,2.0,2.3,3,1,4.0,0
301,1.0,2.0,2.3,3,1,4.0,0
302,1.0,2.0,2.3,3,1,4.0,0
303,1.0,3.0,3.1,3,0,4.0,0
304,1.0,4.0,4.1,3,1,4.0,0
305,1.0,2.0,2.1,3,1,4.0,0
306,1.0,2.0,2.3,3,1,4.0,0
307,0.1,1.0,1.4,3,0,4.0,0
308,0.1,1.0,1.1,3,0,4.0,0
309,1.0,2.0,2.3,3,0,4.0,0
310,1.0,2.0,2.3,3,1,4.0,0
311,0.1,1.0,1.1,3,0,4.0,0
312,1.0,3.0,3.1,3,1,4.0,0
313,1.0,2.0,2.3,3,1,4.0,0
314,1.0,1.0,1.1,3,0,4.0,0
315,1.0,2.0,2.3,3,1,4.0,0
316,1.0,2.0,2.3,3,1,4.0,0
317,1.0,2.0,2.3,3,0,4.0,0
318,1.0,3.0,3.1,3,1,4.0,0
319,1.0,2.0,2.3,3,1,4.0,0
320,1.0,2.0,2.3,3,1,4.0,0
321,1.0,2.0,2.3,3,1,4.0,0
322,1.0,2.0,2.3,3,1,4.0,0
323,1.0,1.0,1.4,3,1,4.0,0
324,1.0,2.0,2.3,3,1,4.0,0
325,1.0,2.0,2.3,3,1,4.0,0
326,1.0,3.0,3.1,3,1,4.0,0
327,2.0,1.0,1.3,3,0,4.0,0
328,1.0,2.0,2.3,3,1,4.0,0
329,0.1,1.0,1.1,3,0,4.0,0
330,1.0,4.0,4.1,3,0,4.0,0
331,1.0,2.0,2.3,3,1,4.0,0
332,1.0,1.0,1.1,3,0,4.0,0
333,1.0,2.0,2.3,3,1,4.0,0
334,2.0,2.0,2.3,3,1,4.0,0
335,1.0,2.0,2.3,3,0,4.0,0
336,1.0,4.0,4.1,3,1,4.0,0
337,1.0,2.0,2.3,3,1,4.0,0
338,1.0,2.0,2.3,3,1,4.0,0
339,1.0,2.0,2.3,3,1,4.0,0
340,1.0,3.0,3.1,3,1,4.0,0
341,1.0,2.0,2.3,3,0,4.0,0
342,1.0,2.0,2.3,3,1,4.0,0
343,0.1,1.0,1.1,3,0,4.0,0
344,1.0,3.0,3.1,3,0,4.0,0
345,1.0,2.0,2.3,3,1,2.0,0
346,5.0,1.0,1.1,3,1,2.0,0
347,5.0,1.0,1.1,3,1,3.0,0
348,2.0,4.0,4.1,3,1,3.0,0
349,2.0,4.0,4.3,3,1,3.0,0
350,1.0,4.0,4.1,3,1,3.0,0
351,1.0,1.0,1.1,3,1,3.0,0
352,5.0,3.0,3.2,3,1,3.0,0
353,10.0,3.0,3.2,3,0,3.0,0
354,1.0,2.0,2.3,3,1,3.0,0
355,1.0,2.0,2.3,3,1,3.0,0
356,2.0,1.0,1.1,3,1,3.0,0
357,1.0,1.0,1.1,3,0,3.0,0
358,1.0,1.0,1.5,3,1,3.0,0
359,2.0,4.0,4.1,3,0,3.0,0
360,1.0,2.0,2.5,3,0,3.0,0
361,0.1,1.0,1.1,3,1,3.0,0
362,5.0,1.0,1.3,3,0,3.0,0
363,2.0,1.0,1.1,3,0,3.0,0
364,1.0,2.0,2.3,3,1,3.0,0
365,0.1,1.0,1.1,3,1,3.0,0
366,1.0,2.0,2.3,3,1,3.0,0
367,5.0,2.0,2.3,3,1,3.0,0
368,1.0,3.0,3.1,3,1,3.0,0
369,1.0,2.0,2.3,3,1,3.0,0
370,2.0,2.0,2.3,3,1,3.0,0
371,1.0,2.0,2.3,3,1,3.0,0
372,2.0,1.0,1.3,3,1,3.0,0
373,1.0,2.0,2.3,3,1,3.0,0
374,1.0,2.0,2.3,3,1,3.0,0
375,1.0,2.0,2.3,3,1,3.0,0
376,1.0,2.0,2.3,3,1,3.0,0
377,2.0,2.0,2.3,3,1,3.0,0
378,1.0,2.0,2.3,3,1,3.0,0
379,1.0,2.0,2.3,3,1,3.0,0
380,2.0,1.0,1.3,3,1,3.0,0
381,2.0,1.0,1.3,3,1,3.0,0
382,0.1,1.0,1.4,3,0,3.0,0
383,2.0,1.0,1.3,3,1,3.0,0
384,1.0,2.0,2.1,3,1,1.0,0
385,1.0,2.0,2.3,3,1,1.0,0
386,5.0,3.0,3.2,3,1,1.0,0
387,1.0,3.0,3.1,3,0,1.0,0
388,1.0,2.0,2.3,3,1,0.0,0
389,2.0,2.0,2.3,3,1,0.0,0
390,5.0,1.0,1.1,3,1,0.0,0
391,1.0,2.0,2.3,3,0,0.0,0
392,2.0,2.0,2.3,3,1,0.0,0
393,2.0,2.0,2.3,3,1,0.0,0
394,5.0,3.0,3.1,3,1,0.0,0
395,5.0,2.0,2.5,3,1,0.0,0
396,5.0,1.0,1.1,3,1,0.0,0
397,1.0,2.0,2.3,3,1,0.0,0
398,1.0,2.0,2.3,3,1,4.0,0
399,2.0,1.0,1.1,4,1,7.0,1
400,2.0,4.0,4.1,4,1,7.0,1
401,1.0,4.0,4.1,4,0,5.0,1
402,5.0,4.0,4.3,4,1,7.0,1
403,1.0,4.0,4.1,4,1,7.0,0
404,0.1,4.0,4.1,4,0,6.0,0
405,2.0,2.0,2.1,4,1,6.0,0
406,2.0,3.0,3.1,4,1,6.0,0
407,5.0,1.0,1.1,4,1,5.0,0
408,1.0,2.0,2.3,4,1,5.0,0
409,5.0,3.0,3.2,4,0,5.0,0
410,2.0,2.0,2.3,4,1,5.0,0
411,0.1,1.0,1.1,4,0,5.0,0
412,1.0,2.0,2.3,4,1,5.0,0
413,0.1,4.0,4.1,4,1,5.0,0
414,5.0,3.0,3.3,4,1,2.0,0
415,2.0,1.0,1.2,4,0,2.0,0
416,2.0,2.0,2.3,4,1,2.0,0
417,0.1,1.0,1.4,4,1,2.0,0
418,0.1,1.0,1.1,4,0,4.0,0
419,1.0,3.0,3.1,4,1,4.0,0
420,5.0,3.0,3.2,4,1,3.0,0
421,0.1,2.0,2.2,4,1,3.0,0
422,1.0,2.0,2.3,4,1,3.0,0
423,1.0,3.0,3.1,4,1,3.0,0
424,1.0,4.0,4.1,4,1,1.0,0
425,1.0,2.0,2.3,4,0,1.0,0
426,2.0,2.0,2.1,4,0,0.0,0
427,1.0,4.0,4.1,5,1,7.0,1
428,1.0,2.0,2.1,5,0,7.0,1
429,2.0,1.0,1.1,5,0,7.0,1
430,2.0,2.0,2.1,5,1,7.0,1
431,5.0,3.0,3.2,5,1,7.0,1
432,5.0,3.0,3.1,5,1,7.0,1
433,2.0,4.0,4.1,5,1,7.0,1
434,5.0,1.0,1.1,5,1,7.0,1
435,5.0,3.0,3.2,5,1,7.0,1
436,2.0,4.0,4.1,5,1,7.0,1
437,2.0,2.0,2.5,5,1,7.0,1
438,2.0,2.0,2.1,5,1,7.0,1
439,5.0,2.0,2.3,5,1,7.0,1
440,2.0,1.0,1.2,5,1,7.0,1
441,10.0,3.0,3.2,5,1,7.0,1
442,2.0,1.0,1.4,5,1,7.0,1
443,1.0,3.0,3.2,5,1,7.0,1
444,2.0,2.0,2.1,5,1,7.0,1
445,2.0,1.0,1.1,5,1,7.0,1
446,5.0,1.0,1.6,5,1,7.0,1
447,1.0,4.0,4.1,5,1,7.0,1
448,5.0,3.0,3.1,5,1,7.0,1
449,1.0,4.0,4.1,5,1,7.0,1
450,2.0,1.0,1.1,5,1,7.0,1
451,5.0,3.0,3.2,5,1,7.0,1
452,2.0,4.0,4.1,5,1,7.0,1
453,2.0,1.0,1.1,5,0,7.0,1
454,5.0,1.0,1.3,5,0,7.0,1
455,1.0,2.0,2.3,5,1,7.0,1
456,5.0,4.0,4.1,5,1,7.0,1
457,5.0,3.0,3.2,5,0,7.0,1
458,5.0,3.0,3.1,5,1,7.0,1
459,1.0,2.0,2.1,5,1,7.0,1
460,5.0,3.0,3.2,5,1,7.0,1
461,2.0,4.0,4.1,5,1,7.0,1
462,5.0,2.0,2.3,5,1,7.0,1
463,5.0,1.0,1.1,5,1,7.0,1
464,5.0,3.0,3.3,5,1,7.0,1
465,2.0,4.0,4.1,5,1,7.0,1
466,2.0,2.0,2.5,5,1,7.0,1
467,5.0,1.0,1.1,5,0,7.0,1
468,1.0,3.0,3.1,5,1,7.0,1
469,5.0,1.0,1.1,5,1,7.0,1
470,2.0,2.0,2.6,5,1,7.0,1
471,1.0,2.0,2.2,5,1,7.0,1
472,5.0,1.0,1.2,5,1,7.0,1
473,5.0,4.0,4.1,5,1,7.0,1
474,5.0,3.0,3.1,5,1,7.0,1
475,5.0,3.0,3.2,5,1,7.0,1
476,1.0,4.0,4.1,5,1,7.0,1
477,2.0,2.0,2.6,5,1,7.0,1
478,1.0,4.0,4.1,5,1,7.0,1
479,2.0,1.0,1.3,5,0,7.0,1
480,5.0,3.0,3.2,5,1,7.0,1
481,1.0,2.0,2.3,5,1,7.0,1
482,2.0,1.0,1.1,5,1,7.0,1
483,10.0,3.0,3.2,5,1,7.0,1
484,5.0,4.0,4.3,5,1,7.0,1
485,5.0,1.0,1.1,5,0,7.0,1
486,5.0,1.0,1.2,5,1,7.0,1
487,5.0,4.0,4.1,5,0,7.0,1
488,2.0,1.0,1.1,5,1,7.0,1
489,1.0,3.0,3.1,5,1,7.0,1
490,10.0,1.0,1.1,5,1,7.0,1
491,100.0,5.0,5.2,5,1,7.0,1
492,5.0,2.0,2.5,5,1,7.0,1
493,10.0,1.0,1.2,5,1,7.0,1
494,10.0,3.0,3.2,5,1,7.0,1
495,2.0,2.0,2.3,5,1,7.0,1
496,10.0,3.0,3.2,5,1,7.0,1
497,1.0,1.0,1.4,5,1,7.0,1
498,5.0,3.0,3.2,5,1,7.0,1
499,10.0,3.0,3.2,5,1,7.0,1
500,5.0,1.0,1.2,5,1,7.0,1
501,2.0,3.0,3.1,5,1,7.0,1
502,10.0,1.0,1.1,5,1,7.0,1
503,2.0,4.0,4.1,5,1,7.0,1
504,5.0,3.0,3.2,5,1,7.0,1
505,5.0,1.0,1.2,5,1,7.0,1
506,2.0,2.0,2.1,5,1,7.0,1
507,2.0,4.0,4.3,5,1,7.0,1
508,5.0,2.0,2.3,5,1,7.0,1
509,5.0,1.0,1.3,5,1,7.0,1
510,10.0,3.0,3.2,5,1,7.0,1
511,5.0,2.0,2.3,5,0,7.0,1
512,10.0,3.0,3.2,5,1,7.0,1
513,2.0,1.0,1.1,5,0,7.0,1
514,2.0,4.0,4.1,5,1,7.0,1
515,5.0,4.0,4.3,5,1,7.0,1
516,2.0,1.0,1.4,5,1,7.0,1
517,2.0,1.0,1.1,5,0,7.0,1
518,1.0,2.0,2.3,5,1,7.0,1
519,2.0,3.0,3.1,5,1,7.0,1
520,2.0,4.0,4.1,5,1,7.0,1
521,2.0,2.0,2.2,5,1,7.0,1
522,2.0,4.0,4.1,5,1,7.0,1
523,2.0,1.0,1.1,5,1,7.0,1
524,2.0,2.0,2.1,5,0,7.0,1
525,1.0,4.0,4.1,5,0,7.0,1
526,2.0,4.0,4.1,5,1,7.0,1
527,2.0,1.0,1.1,5,0,7.0,1
528,2.0,2.0,2.3,5,1,7.0,1
529,2.0,2.0,2.2,5,1,7.0,1
530,2.0,4.0,4.1,5,1,7.0,1
531,1.0,3.0,3.1,5,1,7.0,1
532,2.0,1.0,1.1,5,1,7.0,1
533,5.0,1.0,1.3,5,1,7.0,1
534,2.0,2.0,2.3,5,1,7.0,1
535,1.0,4.0,4.4,5,1,7.0,1
536,2.0,2.0,2.2,5,1,7.0,1
537,10.0,1.0,1.2,5,1,7.0,1
538,5.0,1.0,1.1,5,1,7.0,1
539,10.0,3.0,3.2,5,1,7.0,1
540,2.0,4.0,4.1,5,1,7.0,1
541,2.0,2.0,2.3,5,1,7.0,1
542,2.0,2.0,2.1,5,1,7.0,1
543,5.0,3.0,3.3,5,1,7.0,1
544,2.0,1.0,1.3,5,1,7.0,1
545,2.0,3.0,3.1,5,1,7.0,1
546,2.0,2.0,2.1,5,1,7.0,1
547,2.0,3.0,3.1,5,1,7.0,1
548,5.0,3.0,3.2,5,1,7.0,1
549,2.0,1.0,1.3,5,1,7.0,1
550,5.0,1.0,1.3,5,0,7.0,1
551,2.0,1.0,1.2,5,1,7.0,1
552,1.0,3.0,3.1,5,1,7.0,1
553,2.0,2.0,2.1,5,1,7.0,1
554,2.0,4.0,4.3,5,1,7.0,1
555,10.0,1.0,1.1,5,1,7.0,1
556,2.0,2.0,2.7,5,1,7.0,1
557,1.0,4.0,4.1,5,1,7.0,1
558,2.0,4.0,4.1,5,1,7.0,1
559,1.0,4.0,4.1,5,1,7.0,1
560,10.0,1.0,1.1,5,0,7.0,1
561,2.0,1.0,1.1,5,1,7.0,1
562,5.0,3.0,3.2,5,1,7.0,1
563,2.0,2.0,2.6,5,1,7.0,1
564,5.0,1.0,1.4,5,1,7.0,1
565,2.0,2.0,2.1,5,1,7.0,1
566,10.0,1.0,1.2,5,1,7.0,1
567,10.0,1.0,1.1,5,1,7.0,1
568,1.0,3.0,3.1,5,1,7.0,1
569,10.0,1.0,1.1,5,1,7.0,1
570,1.0,4.0,4.1,5,1,7.0,1
571,10.0,3.0,3.2,5,1,7.0,1
572,2.0,1.0,1.1,5,0,7.0,1
573,5.0,1.0,1.3,5,0,7.0,1
574,5.0,3.0,3.1,5,1,7.0,1
575,10.0,1.0,1.2,5,1,7.0,1
576,10.0,3.0,3.2,5,1,7.0,1
577,2.0,4.0,4.1,5,1,7.0,1
578,2.0,3.0,3.1,5,1,6.0,1
579,10.0,5.0,4.3,5,1,6.0,1
580,5.0,2.0,2.3,5,1,6.0,1
