,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Race - Ethnicity,Sex,Level of Supervision,Recidivism - Prison Admission
27671,2.0,2.0,2.3,8,0,2.0,0
27672,2.0,2.0,2.3,8,1,2.0,0
27673,1.0,4.0,4.1,8,1,2.0,0
27674,5.0,1.0,1.3,8,0,2.0,0
27675,2.0,2.0,2.3,8,1,2.0,0
27676,1.0,2.0,2.3,8,1,2.0,0
27677,1.0,2.0,2.3,8,1,2.0,0
27678,1.0,2.0,2.3,8,1,2.0,0
27679,2.0,2.0,2.1,8,1,2.0,0
27680,1.0,2.0,2.3,8,1,2.0,0
27681,1.0,4.0,4.1,8,1,2.0,0
27682,1.0,2.0,2.3,8,0,2.0,0
27683,1.0,3.0,3.1,8,0,2.0,0
27684,2.0,4.0,4.3,8,0,2.0,0
27685,1.0,2.0,2.2,8,1,2.0,0
27686,1.0,3.0,3.1,8,1,2.0,0
27687,1.0,3.0,3.1,8,0,2.0,0
27688,1.0,1.0,1.1,8,1,2.0,0
27689,1.0,3.0,3.1,8,1,2.0,0
27690,1.0,3.0,3.1,8,1,2.0,0
27691,1.0,2.0,2.2,8,1,2.0,0
27692,1.0,2.0,2.3,8,0,2.0,0
27693,1.0,2.0,2.2,8,1,2.0,0
27694,2.0,2.0,2.1,8,0,2.0,0
27695,1.0,3.0,3.1,8,1,2.0,0
27696,5.0,4.0,4.1,8,1,2.0,0
27697,5.0,4.0,4.1,8,0,2.0,0
27698,5.0,4.0,4.1,8,1,2.0,0
27699,1.0,1.0,1.1,8,0,2.0,0
27700,1.0,2.0,2.3,8,1,2.0,0
27701,2.0,4.0,4.3,8,1,2.0,0
27702,1.0,2.0,2.3,8,1,2.0,0
27703,1.0,4.0,4.1,8,1,2.0,0
27704,5.0,3.0,3.2,8,1,2.0,0
27705,1.0,2.0,2.3,8,1,2.0,0
27706,1.0,2.0,2.3,8,1,2.0,0
27707,5.0,5.0,5.2,8,0,2.0,0
27708,1.0,2.0,2.3,8,0,2.0,0
27709,0.1,1.0,1.1,8,0,2.0,0
27710,1.0,2.0,2.3,8,1,2.0,0
27711,1.0,2.0,2.3,8,1,2.0,0
27712,10.0,1.0,1.1,8,0,2.0,0
27713,1.0,2.0,2.3,8,0,2.0,0
27714,1.0,2.0,2.3,8,1,2.0,0
27715,10.0,1.0,1.3,8,0,2.0,0
27716,1.0,2.0,2.3,8,0,2.0,0
27717,1.0,1.0,1.3,8,0,2.0,0
27718,1.0,2.0,2.3,8,1,2.0,0
27719,0.1,4.0,4.1,8,1,2.0,0
27720,1.0,2.0,2.3,8,0,2.0,0
27721,1.0,3.0,3.1,8,1,2.0,0
27722,1.0,2.0,2.3,8,1,2.0,0
27723,1.0,2.0,2.3,8,0,2.0,0
27724,0.1,4.0,4.1,8,1,2.0,0
27725,2.0,2.0,2.6,8,1,2.0,0
27726,2.0,2.0,2.3,8,1,2.0,0
27727,1.0,2.0,2.3,8,1,2.0,0
27728,1.0,2.0,2.3,8,1,2.0,0
27729,1.0,2.0,2.3,8,1,2.0,0
27730,1.0,2.0,2.1,8,1,2.0,0
27731,5.0,1.0,1.3,8,1,2.0,0
27732,1.0,3.0,3.1,8,1,3.0,0
27733,2.0,2.0,2.3,8,1,3.0,0
27734,2.0,1.0,1.1,8,0,3.0,0
27735,1.0,4.0,4.1,8,1,3.0,0
27736,10.0,1.0,1.1,8,0,3.0,0
27737,1.0,4.0,4.1,8,1,3.0,0
27738,2.0,2.0,2.3,8,1,3.0,0
27739,10.0,1.0,1.3,8,0,3.0,0
27740,2.0,2.0,2.3,8,0,3.0,0
27741,1.0,4.0,4.3,8,0,3.0,0
27742,2.0,2.0,2.3,8,1,3.0,0
27743,2.0,2.0,2.3,8,0,3.0,0
27744,2.0,1.0,1.1,8,1,3.0,0
27745,5.0,1.0,1.3,8,0,3.0,0
27746,2.0,2.0,2.3,8,1,3.0,0
27747,10.0,1.0,1.1,8,0,3.0,0
27748,1.0,2.0,2.3,8,1,3.0,0
27749,2.0,1.0,1.1,8,0,3.0,0
27750,1.0,2.0,2.3,8,0,3.0,0
27751,1.0,3.0,3.1,8,1,3.0,0
27752,1.0,2.0,2.3,8,1,3.0,0
27753,1.0,2.0,2.3,8,1,3.0,0
27754,2.0,2.0,2.1,8,1,3.0,0
27755,1.0,2.0,2.3,8,1,3.0,0
27756,1.0,2.0,2.3,8,0,3.0,0
27757,1.0,3.0,3.1,8,0,3.0,0
27758,1.0,2.0,2.3,8,1,3.0,0
27759,1.0,2.0,2.3,8,1,3.0,0
27760,1.0,2.0,2.3,8,0,3.0,0
27761,1.0,2.0,2.3,8,1,3.0,0
27762,1.0,2.0,2.3,8,0,3.0,0
27763,1.0,3.0,3.1,8,1,3.0,0
27764,1.0,2.0,2.3,8,1,3.0,0
27765,1.0,2.0,2.3,8,1,3.0,0
27766,1.0,2.0,2.3,8,0,3.0,0
27767,1.0,2.0,2.3,8,1,3.0,0
27768,1.0,2.0,2.3,8,0,3.0,0
27769,1.0,1.0,1.1,8,0,3.0,0
27770,1.0,3.0,3.3,8,1,3.0,0
27771,1.0,2.0,2.3,8,0,3.0,0
27772,1.0,3.0,3.1,8,0,3.0,0
27773,1.0,3.0,3.1,8,0,3.0,0
27774,1.0,2.0,2.3,8,1,3.0,0
27775,1.0,2.0,2.3,8,1,3.0,0
27776,1.0,2.0,2.3,8,1,3.0,0
27777,2.0,2.0,2.3,8,0,3.0,0
27778,5.0,2.0,2.3,8,1,3.0,0
27779,1.0,2.0,2.3,8,1,3.0,0
27780,5.0,1.0,1.1,8,0,3.0,0
27781,2.0,1.0,1.1,8,1,3.0,0
27782,5.0,3.0,3.2,8,1,3.0,0
27783,5.0,3.0,3.2,8,1,3.0,0
27784,2.0,2.0,2.6,8,1,3.0,0
27785,2.0,4.0,4.1,8,1,3.0,0
27786,1.0,2.0,2.3,8,0,3.0,0
27787,1.0,2.0,2.3,8,1,3.0,0
27788,1.0,2.0,2.3,8,1,3.0,0
27789,1.0,2.0,2.3,8,1,3.0,0
27790,2.0,1.0,1.3,8,0,3.0,0
27791,2.0,4.0,4.3,8,0,3.0,0
27792,1.0,2.0,2.3,8,1,3.0,0
27793,1.0,2.0,2.3,8,1,3.0,0
27794,1.0,2.0,2.3,8,1,3.0,0
27795,2.0,2.0,2.3,8,1,3.0,0
27796,1.0,2.0,2.3,8,1,3.0,0
27797,1.0,2.0,2.3,8,1,3.0,0
27798,1.0,2.0,2.3,8,1,3.0,0
27799,1.0,2.0,2.3,8,1,3.0,0
27800,2.0,2.0,2.3,8,1,3.0,0
27801,1.0,2.0,2.3,8,1,3.0,0
27802,2.0,2.0,2.3,8,0,3.0,0
27803,5.0,1.0,1.1,8,1,3.0,0
27804,2.0,4.0,4.1,8,0,3.0,0
27805,5.0,3.0,3.2,8,0,3.0,0
27806,5.0,2.0,2.5,8,0,3.0,0
27807,2.0,2.0,2.3,8,1,3.0,0
27808,2.0,2.0,2.3,8,0,3.0,0
27809,2.0,2.0,2.3,8,0,3.0,0
27810,1.0,4.0,4.1,8,1,3.0,0
27811,10.0,1.0,1.1,8,0,3.0,0
27812,2.0,1.0,1.1,8,1,3.0,0
27813,5.0,2.0,2.3,8,1,3.0,0
27814,1.0,4.0,4.1,8,0,3.0,0
27815,2.0,1.0,1.1,8,0,3.0,0
27816,2.0,1.0,1.1,8,1,3.0,0
27817,5.0,1.0,1.1,8,1,3.0,0
27818,1.0,4.0,4.2,8,1,3.0,0
27819,2.0,2.0,2.3,8,1,3.0,0
27820,2.0,1.0,1.1,8,1,3.0,0
27821,1.0,4.0,4.1,8,1,3.0,0
27822,2.0,1.0,1.1,8,1,3.0,0
27823,5.0,1.0,1.1,8,1,3.0,0
27824,5.0,3.0,3.2,8,1,3.0,0
27825,2.0,1.0,1.1,8,1,3.0,0
27826,5.0,1.0,1.1,8,1,3.0,0
27827,2.0,4.0,4.3,8,1,3.0,0
27828,5.0,1.0,1.1,8,0,3.0,0
27829,2.0,1.0,1.4,8,1,3.0,0
27830,2.0,2.0,2.3,8,1,3.0,0
27831,5.0,4.0,4.1,8,0,3.0,0
27832,2.0,4.0,4.3,8,0,3.0,0
27833,2.0,4.0,4.3,8,0,3.0,0
27834,2.0,2.0,2.1,8,0,3.0,0
27835,2.0,2.0,2.5,8,1,3.0,0
27836,2.0,2.0,2.3,8,1,3.0,0
27837,10.0,1.0,1.1,8,1,3.0,0
27838,2.0,1.0,1.1,8,0,3.0,0
27839,1.0,4.0,4.1,8,0,3.0,0
27840,2.0,1.0,1.1,8,0,3.0,0
27841,5.0,1.0,1.4,8,1,3.0,0
27842,2.0,2.0,2.6,8,1,3.0,0
27843,1.0,4.0,4.1,8,1,3.0,0
27844,1.0,4.0,4.1,8,1,3.0,0
27845,10.0,3.0,3.2,8,0,3.0,0
27846,2.0,4.0,4.1,8,1,3.0,0
27847,2.0,5.0,5.1,8,1,3.0,0
27848,5.0,1.0,1.1,8,0,3.0,0
27849,10.0,3.0,3.2,8,1,3.0,0
27850,5.0,2.0,2.3,8,1,3.0,0
27851,2.0,2.0,2.3,8,1,3.0,0
27852,5.0,1.0,1.1,8,0,3.0,0
27853,2.0,2.0,2.3,8,1,3.0,0
27854,0.1,4.0,4.1,8,1,3.0,0
27855,5.0,3.0,3.2,8,0,3.0,0
27856,2.0,1.0,1.1,8,1,3.0,0
27857,5.0,2.0,2.3,8,1,3.0,0
27858,5.0,2.0,2.3,8,0,3.0,0
27859,2.0,4.0,4.3,8,0,3.0,0
27860,5.0,3.0,3.2,8,1,3.0,0
27861,10.0,3.0,3.2,8,0,3.0,0
27862,10.0,3.0,3.2,8,1,3.0,0
27863,1.0,3.0,3.1,8,1,3.0,0
27864,2.0,2.0,2.1,8,1,3.0,0
27865,2.0,1.0,1.2,8,1,3.0,0
27866,2.0,4.0,4.3,8,0,3.0,0
27867,2.0,1.0,1.1,8,0,3.0,0
27868,5.0,1.0,1.1,8,1,3.0,0
27869,2.0,2.0,2.3,8,1,3.0,0
27870,5.0,2.0,2.3,8,1,3.0,0
27871,2.0,1.0,1.2,8,1,3.0,0
27872,5.0,1.0,1.1,8,0,3.0,0
27873,2.0,2.0,2.3,8,1,3.0,0
27874,1.0,2.0,2.3,8,1,3.0,0
27875,1.0,2.0,2.3,8,0,3.0,0
27876,5.0,1.0,1.2,8,1,3.0,0
27877,5.0,1.0,1.3,8,0,3.0,0
27878,5.0,3.0,3.2,8,0,3.0,0
27879,1.0,4.0,4.1,8,1,3.0,0
27880,2.0,2.0,2.3,8,1,3.0,0
27881,2.0,1.0,1.3,8,1,3.0,0
27882,5.0,2.0,2.6,8,1,3.0,0
27883,2.0,2.0,2.3,8,1,3.0,0
27884,5.0,1.0,1.1,8,1,3.0,0
27885,2.0,4.0,4.1,8,1,3.0,0
27886,1.0,2.0,2.3,8,1,3.0,0
27887,2.0,1.0,1.4,8,0,3.0,0
27888,5.0,2.0,2.3,8,1,3.0,0
27889,5.0,1.0,1.1,8,0,3.0,0
27890,5.0,1.0,1.1,8,1,3.0,0
27891,5.0,1.0,1.1,8,1,3.0,0
27892,10.0,1.0,1.1,8,0,3.0,0
27893,2.0,5.0,5.1,8,1,3.0,0
27894,2.0,1.0,1.1,8,0,3.0,0
27895,10.0,1.0,1.1,8,0,3.0,0
27896,1.0,2.0,2.3,8,0,3.0,0
27897,0.1,1.0,1.1,8,0,3.0,0
27898,2.0,1.0,1.1,8,1,3.0,0
27899,1.0,2.0,2.3,8,0,3.0,0
27900,1.0,3.0,3.1,8,1,3.0,0
27901,1.0,2.0,2.3,8,1,3.0,0
27902,1.0,2.0,2.3,8,1,3.0,0
27903,2.0,2.0,2.7,8,1,3.0,0
27904,1.0,2.0,2.3,8,1,3.0,0
27905,2.0,2.0,2.3,8,1,3.0,0
27906,1.0,2.0,2.3,8,1,3.0,0
27907,1.0,2.0,2.3,8,1,3.0,0
27908,1.0,2.0,2.3,8,1,3.0,0
27909,1.0,1.0,1.2,8,1,3.0,0
27910,1.0,3.0,3.1,8,1,3.0,0
27911,1.0,3.0,3.1,8,1,3.0,0
27912,0.1,1.0,1.1,8,1,3.0,0
27913,1.0,2.0,2.3,8,1,3.0,0
27914,0.1,1.0,1.1,8,0,3.0,0
27915,1.0,2.0,2.3,8,0,3.0,0
27916,1.0,2.0,2.3,8,0,3.0,0
27917,1.0,2.0,2.3,8,1,3.0,0
27918,1.0,2.0,2.3,8,0,3.0,0
27919,1.0,3.0,3.1,8,0,3.0,0
27920,1.0,3.0,3.1,8,1,3.0,0
27921,1.0,3.0,3.1,8,1,3.0,0
27922,1.0,2.0,2.3,8,0,3.0,0
27923,1.0,2.0,2.3,8,1,3.0,0
27924,1.0,2.0,2.3,8,1,3.0,0
27925,2.0,1.0,1.1,8,0,3.0,0
27926,1.0,2.0,2.3,8,1,3.0,0
27927,1.0,3.0,3.1,8,0,3.0,0
27928,1.0,3.0,3.1,8,1,3.0,0
27929,1.0,2.0,2.3,8,1,3.0,0
27930,1.0,2.0,2.3,8,0,3.0,0
27931,1.0,3.0,3.1,8,1,3.0,0
27932,0.1,1.0,1.1,8,0,3.0,0
27933,0.1,1.0,1.1,8,0,3.0,0
27934,1.0,2.0,2.3,8,1,3.0,0
27935,0.1,1.0,1.1,8,0,3.0,0
27936,0.1,1.0,1.1,8,0,3.0,0
27937,1.0,1.0,1.1,8,1,3.0,0
27938,1.0,2.0,2.3,8,1,3.0,0
27939,1.0,2.0,2.3,8,1,3.0,0
27940,0.1,1.0,1.1,8,0,3.0,0
27941,1.0,2.0,2.3,8,1,3.0,0
27942,0.1,1.0,1.1,8,0,3.0,0
27943,0.1,1.0,1.1,8,0,3.0,0
27944,0.1,1.0,1.1,8,0,3.0,0
27945,1.0,3.0,3.1,8,1,3.0,0
27946,2.0,1.0,1.1,8,0,3.0,0
27947,1.0,3.0,3.1,8,0,3.0,0
27948,1.0,2.0,2.3,8,1,3.0,0
27949,1.0,2.0,2.3,8,0,3.0,0
27950,1.0,2.0,2.3,8,1,3.0,0
27951,0.1,1.0,1.1,8,0,3.0,0
27952,1.0,2.0,2.3,8,1,3.0,0
27953,1.0,2.0,2.3,8,0,3.0,0
27954,1.0,2.0,2.3,8,0,3.0,0
27955,1.0,3.0,3.1,8,1,3.0,0
27956,1.0,2.0,2.3,8,1,3.0,0
27957,1.0,2.0,2.3,8,0,3.0,0
27958,0.1,1.0,1.1,8,0,3.0,0
27959,2.0,1.0,1.4,8,1,3.0,0
27960,1.0,3.0,3.1,8,1,3.0,0
27961,1.0,2.0,2.3,8,1,3.0,0
27962,1.0,2.0,2.3,8,0,3.0,0
27963,1.0,2.0,2.3,8,0,3.0,0
27964,1.0,2.0,2.3,8,0,3.0,0
27965,1.0,2.0,2.3,8,1,3.0,0
27966,1.0,2.0,2.3,8,1,3.0,0
27967,1.0,2.0,2.3,8,0,3.0,0
27968,1.0,1.0,1.1,8,0,3.0,0
27969,1.0,2.0,2.3,8,0,3.0,0
27970,0.1,1.0,1.1,8,0,3.0,0
27971,1.0,3.0,3.1,8,0,3.0,0
27972,1.0,3.0,3.1,8,1,3.0,0
27973,1.0,2.0,2.3,8,1,3.0,0
27974,1.0,2.0,2.3,8,1,3.0,0
27975,1.0,2.0,2.3,8,1,3.0,0
27976,0.1,1.0,1.4,8,1,3.0,0
27977,1.0,2.0,2.3,8,1,3.0,0
27978,1.0,3.0,3.1,8,0,3.0,0
27979,1.0,2.0,2.3,8,1,3.0,0
27980,1.0,2.0,2.3,8,0,3.0,0
27981,1.0,2.0,2.3,8,0,3.0,0
27982,1.0,2.0,2.3,8,1,3.0,0
27983,1.0,2.0,2.3,8,1,3.0,0
27984,1.0,2.0,2.3,8,0,3.0,0
27985,1.0,2.0,2.3,8,0,3.0,0
27986,1.0,2.0,2.3,8,0,3.0,0
27987,1.0,2.0,2.3,8,0,3.0,0
27988,1.0,3.0,3.1,8,1,3.0,0
27989,0.1,2.0,2.1,8,0,3.0,0
27990,1.0,2.0,2.3,8,0,3.0,0
27991,1.0,2.0,2.3,8,1,3.0,0
27992,1.0,2.0,2.3,8,0,3.0,0
27993,1.0,2.0,2.3,8,1,3.0,0
27994,1.0,2.0,2.3,8,1,3.0,0
27995,1.0,2.0,2.3,8,1,3.0,0
27996,1.0,3.0,3.1,8,0,3.0,0
27997,1.0,1.0,1.1,8,1,3.0,0
27998,1.0,2.0,2.3,8,1,3.0,0
27999,0.1,1.0,1.1,8,0,3.0,0
28000,1.0,2.0,2.3,8,1,3.0,0
28001,2.0,1.0,1.4,8,1,3.0,0
28002,0.1,1.0,1.1,8,0,3.0,0
28003,1.0,2.0,2.3,8,0,3.0,0
28004,1.0,2.0,2.3,8,1,3.0,0
28005,1.0,2.0,2.3,8,0,3.0,0
28006,1.0,2.0,2.3,8,1,3.0,0
28007,1.0,2.0,2.3,8,0,3.0,0
28008,1.0,3.0,3.1,8,0,3.0,0
28009,1.0,2.0,2.3,8,1,3.0,0
28010,1.0,2.0,2.3,8,1,3.0,0
28011,1.0,3.0,3.1,8,1,3.0,0
28012,2.0,1.0,1.3,8,1,3.0,0
28013,0.1,4.0,4.1,8,0,3.0,0
28014,0.1,1.0,1.1,8,1,3.0,0
28015,0.1,1.0,1.1,8,1,3.0,0
28016,1.0,3.0,3.1,8,1,3.0,0
28017,1.0,2.0,2.3,8,1,3.0,0
28018,1.0,2.0,2.3,8,1,3.0,0
28019,0.1,1.0,1.5,8,0,3.0,0
28020,1.0,3.0,3.1,8,1,3.0,0
28021,1.0,2.0,2.3,8,0,3.0,0
28022,1.0,3.0,3.1,8,0,3.0,0
28023,2.0,1.0,1.2,8,0,3.0,0
28024,1.0,2.0,2.3,8,0,3.0,0
28025,1.0,2.0,2.3,8,0,3.0,0
28026,0.1,1.0,1.1,8,0,3.0,0
28027,1.0,3.0,3.1,8,1,3.0,0
28028,1.0,2.0,2.3,8,0,3.0,0
28029,1.0,2.0,2.2,8,0,3.0,0
28030,1.0,2.0,2.3,8,1,3.0,0
28031,1.0,2.0,2.3,8,0,3.0,0
28032,1.0,3.0,3.1,8,1,3.0,0
28033,1.0,2.0,2.3,8,0,3.0,0
28034,1.0,3.0,3.1,8,0,3.0,0
28035,1.0,2.0,2.3,8,1,3.0,0
28036,1.0,2.0,2.3,8,0,3.0,0
28037,2.0,1.0,1.1,8,0,3.0,0
28038,0.1,1.0,1.1,8,0,3.0,0
28039,1.0,2.0,2.3,8,1,3.0,0
28040,2.0,1.0,1.1,8,0,3.0,0
28041,1.0,3.0,3.1,8,0,3.0,0
28042,0.1,1.0,1.1,8,0,3.0,0
28043,0.1,1.0,1.1,8,0,3.0,0
28044,1.0,2.0,2.3,8,1,3.0,0
28045,1.0,2.0,2.3,8,1,3.0,0
28046,1.0,2.0,2.3,8,1,3.0,0
28047,0.1,1.0,1.1,8,0,3.0,0
28048,1.0,3.0,3.1,8,1,3.0,0
28049,1.0,2.0,2.3,8,1,3.0,0
28050,1.0,2.0,2.3,8,0,3.0,0
28051,0.1,1.0,1.1,8,0,3.0,0
28052,1.0,2.0,2.3,8,1,3.0,0
28053,1.0,2.0,2.3,8,0,3.0,0
28054,0.1,1.0,1.1,8,0,3.0,0
28055,1.0,2.0,2.3,8,1,3.0,0
28056,1.0,2.0,2.3,8,1,3.0,0
28057,1.0,2.0,2.3,8,1,3.0,0
28058,0.1,2.0,2.1,8,0,3.0,0
28059,1.0,3.0,3.1,8,0,3.0,0
28060,1.0,2.0,2.3,8,1,3.0,0
28061,1.0,2.0,2.3,8,0,3.0,0
28062,1.0,2.0,2.3,8,1,3.0,0
28063,1.0,2.0,2.3,8,0,3.0,0
28064,1.0,2.0,2.3,8,1,3.0,0
28065,1.0,2.0,2.3,8,1,3.0,0
28066,1.0,3.0,3.1,8,1,3.0,0
28067,1.0,2.0,2.3,8,1,3.0,0
28068,1.0,1.0,1.1,8,0,3.0,0
28069,1.0,2.0,2.3,8,0,3.0,0
28070,1.0,2.0,2.3,8,1,3.0,0
28071,1.0,2.0,2.3,8,1,3.0,0
28072,1.0,2.0,2.3,8,1,3.0,0
28073,1.0,2.0,2.3,8,1,3.0,0
28074,0.1,1.0,1.1,8,1,3.0,0
28075,0.1,1.0,1.1,8,1,3.0,0
28076,1.0,2.0,2.3,8,1,3.0,0
28077,1.0,3.0,3.1,8,0,3.0,0
28078,1.0,2.0,2.3,8,0,3.0,0
28079,0.1,1.0,1.1,8,1,3.0,0
28080,1.0,2.0,2.3,8,1,3.0,0
28081,1.0,2.0,2.3,8,1,3.0,0
28082,1.0,1.0,1.1,8,0,3.0,0
28083,1.0,2.0,2.3,8,1,3.0,0
28084,2.0,2.0,2.3,8,1,3.0,0
28085,1.0,2.0,2.3,8,0,3.0,0
28086,1.0,2.0,2.3,8,0,3.0,0
28087,1.0,2.0,2.3,8,1,3.0,0
28088,1.0,3.0,3.1,8,1,3.0,0
28089,1.0,2.0,2.3,8,1,3.0,0
28090,1.0,2.0,2.3,8,0,3.0,0
28091,0.1,1.0,1.1,8,0,3.0,0
28092,1.0,2.0,2.3,8,1,3.0,0
28093,0.1,2.0,2.5,8,0,3.0,0
28094,1.0,2.0,2.3,8,1,3.0,0
28095,1.0,3.0,3.1,8,1,3.0,0
28096,1.0,2.0,2.3,8,1,3.0,0
28097,1.0,2.0,2.3,8,1,3.0,0
28098,1.0,2.0,2.3,8,1,3.0,0
28099,1.0,2.0,2.3,8,0,3.0,0
28100,1.0,2.0,2.3,8,1,3.0,0
28101,0.1,1.0,1.1,8,0,3.0,0
28102,1.0,2.0,2.3,8,0,3.0,0
28103,1.0,3.0,3.1,8,1,3.0,0
28104,1.0,2.0,2.3,8,1,3.0,0
28105,0.1,1.0,1.1,8,1,3.0,0
28106,1.0,3.0,3.1,8,1,3.0,0
28107,1.0,2.0,2.3,8,0,3.0,0
28108,1.0,2.0,2.3,8,1,3.0,0
28109,0.1,3.0,3.3,8,0,3.0,0
28110,1.0,2.0,2.3,8,1,3.0,0
28111,1.0,2.0,2.3,8,1,3.0,0
28112,2.0,2.0,2.7,8,1,3.0,0
28113,1.0,2.0,2.3,8,1,3.0,0
28114,1.0,3.0,3.1,8,0,3.0,0
28115,1.0,2.0,2.3,8,0,3.0,0
28116,1.0,2.0,2.3,8,1,3.0,0
28117,1.0,2.0,2.3,8,1,3.0,0
28118,1.0,3.0,3.1,8,1,3.0,0
28119,1.0,3.0,3.1,8,0,3.0,0
28120,1.0,2.0,2.3,8,1,3.0,0
28121,1.0,2.0,2.3,8,1,3.0,0
28122,1.0,2.0,2.3,8,1,3.0,0
28123,1.0,2.0,2.3,8,1,3.0,0
28124,1.0,2.0,2.3,8,0,3.0,0
28125,1.0,2.0,2.3,8,0,3.0,0
28126,1.0,2.0,2.3,8,1,3.0,0
28127,1.0,2.0,2.3,8,1,3.0,0
28128,1.0,1.0,1.1,8,0,3.0,0
28129,0.1,1.0,1.4,8,1,3.0,0
28130,1.0,2.0,2.3,8,1,3.0,0
28131,0.1,1.0,1.1,8,0,3.0,0
28132,1.0,2.0,2.3,8,0,3.0,0
28133,1.0,2.0,2.3,8,0,3.0,0
28134,1.0,1.0,1.1,8,0,3.0,0
28135,1.0,2.0,2.3,8,1,3.0,0
28136,1.0,2.0,2.3,8,1,3.0,0
28137,1.0,3.0,3.1,8,1,3.0,0
28138,1.0,3.0,3.1,8,1,3.0,0
28139,1.0,3.0,3.1,8,1,3.0,0
28140,1.0,2.0,2.3,8,1,3.0,0
28141,1.0,2.0,2.3,8,1,3.0,0
28142,1.0,3.0,3.1,8,1,3.0,0
28143,1.0,2.0,2.3,8,1,3.0,0
28144,1.0,2.0,2.3,8,1,3.0,0
28145,1.0,2.0,2.3,8,1,3.0,0
28146,1.0,3.0,3.1,8,1,3.0,0
28147,1.0,3.0,3.1,8,1,3.0,0
28148,1.0,2.0,2.3,8,1,3.0,0
28149,1.0,2.0,2.3,8,1,3.0,0
28150,1.0,3.0,3.1,8,0,3.0,0
28151,1.0,2.0,2.3,8,1,3.0,0
28152,1.0,3.0,3.1,8,0,3.0,0
28153,1.0,2.0,2.3,8,1,3.0,0
28154,1.0,2.0,2.3,8,0,3.0,0
28155,1.0,2.0,2.3,8,1,3.0,0
28156,0.1,4.0,4.1,8,1,3.0,0
28157,1.0,3.0,3.1,8,1,3.0,0
28158,1.0,2.0,2.3,8,1,3.0,0
28159,2.0,1.0,1.4,8,1,3.0,0
28160,1.0,2.0,2.3,8,1,3.0,0
28161,1.0,1.0,1.1,8,0,3.0,0
28162,0.1,3.0,3.3,8,0,3.0,0
28163,1.0,3.0,3.1,8,0,3.0,0
28164,1.0,2.0,2.3,8,1,3.0,0
28165,1.0,2.0,2.3,8,1,3.0,0
28166,1.0,2.0,2.3,8,0,3.0,0
28167,1.0,3.0,3.1,8,0,3.0,0
28168,1.0,3.0,3.1,8,1,3.0,0
28169,1.0,3.0,3.1,8,1,3.0,0
28170,0.1,1.0,1.1,8,0,3.0,0
28171,1.0,2.0,2.3,8,1,3.0,0
28172,1.0,2.0,2.3,8,1,3.0,0
28173,1.0,2.0,2.3,8,1,3.0,0
28174,1.0,2.0,2.3,8,1,3.0,0
28175,1.0,2.0,2.3,8,0,3.0,0
28176,0.1,1.0,1.4,8,1,3.0,0
28177,1.0,2.0,2.3,8,1,3.0,0
28178,0.1,1.0,1.1,8,0,3.0,0
28179,0.1,1.0,1.1,8,1,3.0,0
28180,1.0,2.0,2.3,8,0,3.0,0
28181,1.0,2.0,2.3,8,1,3.0,0
28182,1.0,2.0,2.3,8,1,3.0,0
28183,1.0,2.0,2.3,8,1,3.0,0
28184,1.0,2.0,2.3,8,1,3.0,0
28185,0.1,1.0,1.1,8,1,3.0,0
28186,0.1,1.0,1.1,8,1,3.0,0
28187,1.0,2.0,2.3,8,1,3.0,0
28188,1.0,3.0,3.1,8,1,3.0,0
28189,1.0,2.0,2.3,8,0,3.0,0
28190,1.0,2.0,2.3,8,1,3.0,0
28191,1.0,2.0,2.3,8,1,3.0,0
28192,1.0,2.0,2.3,8,0,3.0,0
28193,0.1,2.0,2.2,8,1,3.0,0
28194,0.1,1.0,1.1,8,0,3.0,0
28195,1.0,2.0,2.3,8,0,3.0,0
28196,1.0,3.0,3.1,8,0,3.0,0
28197,0.1,1.0,1.1,8,0,3.0,0
28198,0.1,2.0,2.5,8,0,3.0,0
28199,1.0,2.0,2.3,8,1,3.0,0
28200,1.0,2.0,2.3,8,1,3.0,0
28201,1.0,2.0,2.3,8,0,3.0,0
28202,1.0,2.0,2.3,8,1,3.0,0
28203,0.1,1.0,1.1,8,0,3.0,0
28204,1.0,2.0,2.3,8,0,3.0,0
28205,1.0,2.0,2.3,8,1,3.0,0
28206,1.0,3.0,3.1,8,1,3.0,0
28207,1.0,3.0,3.1,8,1,3.0,0
28208,1.0,5.0,5.1,8,1,3.0,0
28209,1.0,2.0,2.3,8,0,3.0,0
28210,1.0,2.0,2.3,8,1,3.0,0
28211,2.0,1.0,1.1,8,1,3.0,0
28212,2.0,2.0,2.3,8,1,3.0,0
28213,1.0,3.0,3.3,8,1,3.0,0
28214,1.0,2.0,2.3,8,0,3.0,0
28215,1.0,3.0,3.1,8,1,3.0,0
28216,1.0,2.0,2.3,8,1,3.0,0
28217,1.0,2.0,2.3,8,1,3.0,0
28218,1.0,1.0,1.1,8,1,3.0,0
28219,1.0,3.0,3.1,8,1,3.0,0
28220,2.0,4.0,4.2,8,1,3.0,0
28221,1.0,2.0,2.3,8,1,3.0,0
28222,1.0,2.0,2.3,8,1,3.0,0
28223,1.0,3.0,3.1,8,1,3.0,0
28224,1.0,2.0,2.3,8,1,3.0,0
28225,1.0,2.0,2.3,8,0,3.0,0
28226,1.0,2.0,2.3,8,0,3.0,0
28227,1.0,2.0,2.3,8,0,3.0,0
